year,season,date,watershed,block,plot,sppnum,taxa,cover,notes
2022,late,8/11/2022,N4B,R,3,15,Panicum virgatum,6,
2022,late,8/11/2022,N4B,R,3,18,Sorghastrum nutans,6,
2022,late,8/11/2022,N4B,R,3,46,Ambrosia psilostachya,5,
2022,late,8/11/2022,N4B,R,3,86,Brickellia (Kuhnia) eupatorioides,1,
2022,early,6/8/2022,N4B,R,2,72,Croton monanthogynus,1,
2022,early,6/8/2022,N4B,R,2,76,Echinacea angustifolia,1,
2022,late,8/11/2022,N4B,R,2,2,Andropogon gerardii,45,
2022,late,8/11/2022,N4B,R,2,4,Bouteloua curtipendula,10,
2022,late,8/11/2022,N4B,R,2,6,Bouteloua hirsuta,5,
2022,late,8/11/2022,N4B,R,2,3,Schizachyrium scoparium,16,
2022,late,8/11/2022,N4B,R,2,18,Sorghastrum nutans,5,
2022,late,8/11/2022,N4B,R,2,55,Asclepias verticillata,1,
2022,late,8/11/2022,N4B,R,2,41,Ceanothus herbaceus,8,
2022,early,6/8/2022,N4B,R,3,61,Astragalus crassicarpus,1,
2022,late,8/11/2022,N4B,R,3,138,Glandularia bipinnatifida,1,
2022,early,6/8/2022,N4B,R,2,41,Ceanothus herbaceus,6,
2022,early,6/8/2022,N4B,R,6,114,Plantago rhodosperma,1,
2022,early,6/8/2022,N4B,R,6,118,Ratibida columnifera,1,
2022,early,6/8/2022,N4B,R,6,149,Scutellaria parvula,1,
2022,early,6/8/2022,N4B,R,6,134,Tragia betonicifolia,1,
2022,late,8/11/2022,N4B,R,6,130,Solidago rigida,5,
2022,late,8/11/2022,N4B,R,6,59,Symphyotrichym (Aster) oblongifolium,2,
2022,early,6/8/2022,N4B,R,3,111,Physalis pumila,1,
2022,early,6/8/2022,N4B,R,3,114,Plantago rhodosperma,1,
2022,late,8/11/2022,N4B,R,3,120,Ruellia humilis,1,
2022,late,8/11/2022,N4B,R,3,130,Solidago rigida,1,
2022,late,8/11/2022,N4B,R,3,59,Symphyotrichym (Aster) oblongifolium,2,
2022,late,8/11/2022,N4B,R,2,58,Symphyotrichum (Aster) ericoides,1,
2022,early,6/8/2022,N4B,J,3,14,Dichanthelium oligosanthes,2,
2022,early,6/8/2022,N4B,J,3,519,Carex austrina,4,
2022,early,6/8/2022,N4B,J,3,33,Carex inops (heliophila),2,
2022,early,6/8/2022,N4B,J,3,34,Carex meadii,1,
2022,early,6/8/2022,N4B,J,3,69,Callirhoe involucrate,1,
2022,late,8/11/2022,N4B,J,3,2,Andropogon gerardii,20,
2022,late,8/11/2022,N4B,J,3,4,Bouteloua curtipendula,3,
2022,late,8/11/2022,N4B,J,3,11,Eragrostis spectabilis,1,
2022,late,8/11/2022,N4B,J,3,3,Schizachyrium scoparium,13,
2022,late,8/11/2022,N4B,J,3,18,Sorghastrum nutans,12,
2022,late,8/11/2022,N4B,J,3,46,Ambrosia psilostachya,8,
2022,late,8/11/2022,N4B,J,3,52,Artemsia ludoviciana,1,
2022,early,6/8/2022,N4B,J,6,14,Dichanthelium oligosanthes,5,
2022,early,6/8/2022,N4B,J,6,31,Carex brevior,8,
2022,early,6/8/2022,N4B,J,6,32,Carex gravida,2,
2022,early,6/8/2022,N4B,J,6,33,Carex inops (heliophila),1,
2022,early,6/8/2022,N4B,J,6,34,Carex meadii,2,
2022,late,8/11/2022,N4B,J,6,2,Andropogon gerardii,25,
2022,late,8/11/2022,N4B,J,6,4,Bouteloua curtipendula,1,
2022,late,8/11/2022,N4B,J,6,3,Schizachyrium scoparium,35,
2022,late,8/11/2022,N4B,J,6,18,Sorghastrum nutans,30,
2022,late,8/11/2022,N4B,J,6,21,Sporobolus (compositus) asper,3,
2022,late,8/11/2022,N4B,J,6,46,Ambrosia psilostachya,7,
2022,early,6/8/2022,N4B,J,4,14,Dichanthelium oligosanthes,2,
2022,early,6/8/2022,N4B,J,4,31,Carex brevior,2,
2022,early,6/8/2022,N4B,J,4,33,Carex inops (heliophila),1,
2022,early,6/8/2022,N4B,J,4,34,Carex meadii,6,
2022,late,8/11/2022,N4B,J,4,2,Andropogon gerardii,70,
2022,late,8/11/2022,N4B,J,4,4,Bouteloua curtipendula,4,
2022,late,8/11/2022,N4B,J,4,3,Schizachyrium scoparium,10,
2022,late,8/11/2022,N4B,J,4,18,Sorghastrum nutans,10,
2022,late,8/11/2022,N4B,J,4,46,Ambrosia psilostachya,6,
2022,early,6/8/2022,N4B,J,3,70,Cirsium undulatum,3,
2022,early,6/8/2022,N4B,J,3,82,Hedeoma hispida,1,
2022,late,8/11/2022,N4B,J,3,462,Bothriochloa bladhii,55,
2022,late,8/11/2022,N4B,J,3,124,Silene antirrhina,1,
2022,early,6/8/2022,N4B,J,6,43,Symphoricarpos (Aster) orbiculatus,9,
2022,early,6/8/2022,N4B,J,6,40,Amorpha canescens,1,
2022,early,6/8/2022,N4B,J,6,141,Viola bicolor (rafinesque),1,
2022,early,6/8/2022,N4B,J,6,27,Vulpia octoflora,1,
2022,late,8/11/2022,N4B,J,6,43,Symphoricarpos (Aster) orbiculatus,10,
2022,early,6/8/2022,N4B,J,4,407,Cirsium altissimum,3,
2022,late,8/11/2022,N4B,J,4,407,Cirsium altissimum,3,
2022,early,6/8/2022,N4B,J,3,539,Lepidium virginicum,1,
2022,early,6/8/2022,N4B,J,3,103,Oxalis violacea,1,
2022,early,6/8/2022,N4B,J,3,120,Ruellia humilis,1,
2022,early,6/8/2022,N4B,J,3,139,Verbena stricta,2,
2022,late,8/11/2022,N4B,J,3,130,Solidago rigida,2,
2022,late,8/11/2022,N4B,J,3,58,Symphyotrichum (Aster) ericoides,5,
2022,late,8/11/2022,N4B,J,3,140,Vernonia baldwinii,1,
2022,early,6/8/2022,N4B,J,6,102,Oxalis stricta,1,
2022,early,6/8/2022,N4B,J,6,118,Ratibida columnifera,1,
2022,early,6/8/2022,N4B,J,6,126,Solanum carolinense,1,
2022,early,6/8/2022,N4B,J,6,139,Verbena stricta,3,
2022,late,8/11/2022,N4B,J,6,130,Solidago rigida,2,
2022,late,8/11/2022,N4B,J,6,58,Symphyotrichum (Aster) ericoides,3,
2022,early,6/8/2022,N4B,J,4,103,Oxalis violacea,2,
2022,early,6/8/2022,N4B,J,4,120,Ruellia humilis,2,
2022,late,8/11/2022,N4B,J,4,120,Ruellia humilis,3,
2022,late,8/11/2022,N4B,J,4,58,Symphyotrichum (Aster) ericoides,7,
2022,early,6/8/2022,N1A,I,2,14,Dichanthelium oligosanthes,1,
2022,early,6/8/2022,N1A,I,2,106,Dalea candida,2,
2022,early,6/8/2022,N1A,I,2,109,Dalea purpurea,2,
2022,late,8/11/2022,N1A,I,2,2,Andropogon gerardii,35,
2022,late,8/11/2022,N1A,I,2,4,Bouteloua curtipendula,45,
2022,late,8/11/2022,N1A,I,2,15,Panicum virgatum,4,
2022,late,8/11/2022,N1A,I,2,3,Schizachyrium scoparium,10,
2022,late,8/11/2022,N1A,I,2,18,Sorghastrum nutans,7,
2022,late,8/11/2022,N1A,I,2,21,Sporobolus (compositus) asper,8,
2022,late,8/11/2022,N1A,I,2,46,Ambrosia psilostachya,1,
2022,late,8/11/2022,N1A,I,2,52,Artemsia ludoviciana,1,
2022,late,8/11/2022,N1A,I,2,106,Dalea candida,4,
2022,late,8/11/2022,N1A,I,2,109,Dalea purpurea,3,
2022,early,6/8/2022,N1A,I,4,14,Dichanthelium oligosanthes,1,
2022,early,6/8/2022,N1A,I,4,33,Carex inops (heliophila),1,
2022,early,6/8/2022,N1A,I,4,34,Carex meadii,15,
2022,late,8/11/2022,N1A,I,4,2,Andropogon gerardii,40,
2022,late,8/11/2022,N1A,I,4,4,Bouteloua curtipendula,8,
2022,late,8/11/2022,N1A,I,4,5,Bouteloua gracilis,2,
2022,late,8/11/2022,N1A,I,4,15,Panicum virgatum,3,
2022,late,8/11/2022,N1A,I,4,3,Schizachyrium scoparium,30,
2022,late,8/11/2022,N1A,I,4,18,Sorghastrum nutans,10,
2022,late,8/11/2022,N1A,I,4,46,Ambrosia psilostachya,1,
2022,late,8/11/2022,N1A,I,4,52,Artemsia ludoviciana,2,
2022,late,8/11/2022,N1A,I,4,86,Brickellia (Kuhnia) eupatorioides,3,
2022,early,6/8/2022,N1A,I,1,107,Dalea multiflora,1,
2022,early,6/8/2022,N1A,I,1,109,Dalea purpurea,1,
2022,late,8/11/2022,N1A,I,1,2,Andropogon gerardii,70,
2022,late,8/11/2022,N1A,I,1,4,Bouteloua curtipendula,12,
2022,late,8/11/2022,N1A,I,1,6,Bouteloua gracilis,1,
2022,late,8/11/2022,N1A,I,1,3,Schizachyrium scoparium,10,
2022,late,8/11/2022,N1A,I,1,18,Sorghastrum nutans,5,
2022,late,8/11/2022,N1A,I,1,46,Ambrosia psilostachya,1,
2022,late,8/11/2022,N1A,I,1,86,Brickellia (Kuhnia) eupatorioides,3,
2022,early,6/8/2022,N1A,I,2,76,Echinacea angustifolia,4,
2022,early,6/8/2022,N1A,I,2,104,Penstemon cobaea,3,
2022,late,8/11/2022,N1A,I,2,123,Packera (Senecio) plattensis,4,
2022,late,8/11/2022,N1A,I,2,125,Sisyrinchium campestre,1,
2022,early,6/8/2022,N1A,I,4,246,Chenopodium berlandieri,1,
2022,early,6/8/2022,N1A,I,4,99,Oenothera speciosa,1,
2022,early,6/8/2022,N1A,I,1,76,Echinacea angustifolia,1,
2022,early,6/8/2022,N1A,I,2,300,Euphorbia nutans,1,
2022,early,6/8/2022,N1A,I,2,118,Ratibida columnifera,1,
2022,late,8/11/2022,N1A,I,2,90,Lespedeza capitata,1,
2022,late,8/11/2022,N1A,I,2,58,Symphyotrichum (Aster) ericoides,2,
2022,early,6/8/2022,N1A,I,4,300,Euphorbia nutans,1,
2022,early,6/8/2022,N1A,I,4,103,Oxalis violacea,1,
2022,early,6/8/2022,N1A,I,4,112,Physalis virginiana,13,
2022,early,6/8/2022,N1A,I,4,139,Verbena stricta,1,
2022,late,8/11/2022,N1A,I,4,90,Lespedeza capitata,7,
2022,late,8/11/2022,N1A,I,4,58,Symphyotrichum (Aster) ericoides,25,
2022,late,8/11/2022,N1A,I,4,139,Verbena stricta,1,
2022,early,6/8/2022,N1A,I,1,300,Euphorbia nutans,1,
2022,early,6/8/2022,N1A,I,1,103,Oxalis violacea,2,
2022,late,8/11/2022,N1A,I,1,128,Solidago missouriensis,8,
2022,late,8/11/2022,N1A,I,1,58,Symphyotrichum (Aster) ericoides,2,
2022,early,6/8/2022,N1A,A,2,218,Tridens flavus,1,
2022,early,6/8/2022,N1A,A,2,31,Carex brevior,1,
2022,early,6/8/2022,N1A,A,2,32,Carex gravida,2,
2022,early,6/8/2022,N1A,A,2,34,Carex meadii,7,
2022,late,8/11/2022,N1A,A,2,2,Andropogon gerardii,95,
2022,late,8/11/2022,N1A,A,2,18,Sorghastrum nutans,18,
2022,late,8/11/2022,N1A,A,2,21,Sporobolus compositus (asper),2,
2022,late,8/11/2022,N1A,A,2,218,Tridens flavus,4,
2022,late,8/11/2022,N1A,A,2,46,Ambrosia psilostachya,2,
2022,late,8/11/2022,N1A,A,2,52,Artemisia ludoviciana,4,
2022,late,8/11/2022,N1A,A,2,86,Brickellia (Kuhnia) eupatorioides,5,
2022,early,6/8/2022,N1A,A,6,14,Dichanthelium oligosanthes,2,
2022,early,6/8/2022,N1A,A,6,32,Carex gravida,1,
2022,early,6/8/2022,N1A,A,6,34,Carex meadii,6,
2022,early,6/8/2022,N1A,A,6,193,Euphorbia dentata,1,KW pic
2022,late,8/11/2022,N1A,A,6,2,Andropogon gerardii,55,
2022,late,8/11/2022,N1A,A,6,4,Bouteloua curtipendula,2,
2022,late,8/11/2022,N1A,A,6,3,Schizachyrium scoparium,4,
2022,late,8/11/2022,N1A,A,6,18,Sorghastrum nutans,9,
2022,late,8/11/2022,N1A,A,6,21,Sporobolus compositus (asper),1,
2022,late,8/11/2022,N1A,A,6,46,Ambrosia psilostachya,18,
2022,late,8/11/2022,N1A,A,6,86,Brickellia (Kuhnia) eupatorioides,2,
2022,late,8/11/2022,N1A,A,6,193,Euphorbia dentata,1,
2022,early,6/8/2022,N1A,A,3,14,Dichanthelium oligosanthes,1,
2022,early,6/8/2022,N1A,A,3,34,Carex meadii,7,
2022,early,6/8/2022,N1A,A,3,55,Asclepias verticillata,1,
2022,late,8/11/2022,N1A,A,3,2,Andropogon gerardii,10,
2022,late,8/11/2022,N1A,A,3,3,Schizachyrium scoparium,3,
2022,late,8/11/2022,N1A,A,3,18,Sorghastrum nutans,45,
2022,late,8/11/2022,N1A,A,3,21,Sporobolus compositus (asper),1,
2022,late,8/11/2022,N1A,A,3,46,Ambrosia psilostachya,30,
2022,late,8/11/2022,N1A,A,3,52,Artemisia ludoviciana,1,
2022,late,8/11/2022,N1A,A,3,86,Brickellia (Kuhnia) eupatorioides,1,
2022,late,8/11/2022,N1A,A,3,193,Euphorbia dentata,1,
2022,early,6/8/2022,N1A,A,2,43,Symphoricarpos (Aster) orbiculatus,13,
2022,early,6/8/2022,N1A,A,2,180,Teucrium canadense,6,
2022,early,6/8/2022,N1A,A,6,185,Calystegia macounii,3,
2022,early,6/8/2022,N1A,A,6,523,Euphorbia maculata ,1,Kw pic
2022,early,6/8/2022,N1A,A,3,180,Teucrium canadense,1,
2022,early,6/8/2022,N1A,A,3,185,Calystegia macounii,1,
2022,early,6/8/2022,N1A,A,3,523,Euphorbia maculata,1,Kw pic
2022,early,6/8/2022,N1A,A,2,143,Lespedeza violacea,50,
2022,early,6/8/2022,N1A,A,2,111,Physalis pumila,2,
2022,late,8/11/2022,N1A,A,2,143,Lespedeza violacea,70,
2022,late,8/11/2022,N1A,A,2,120,Ruellia humilis,1,
2022,late,8/11/2022,N1A,A,2,127,Solidago altissima,3,
2022,late,8/11/2022,N1A,A,2,58,Symphyotrichum (Aster) ericoides,2,
2022,late,8/11/2022,N1A,A,2,140,Vernonia baldwinii,4,
2022,early,6/8/2022,N1A,A,6,300,Euphorbia nutans,1,
2022,early,6/8/2022,N1A,A,6,143,Lespedeza violacea,45,
2022,early,6/8/2022,N1A,A,6,120,Ruellia humilis,1,
2022,late,8/11/2022,N1A,A,6,300,Euphorbia nutans,3,
2022,late,8/11/2022,N1A,A,6,143,Lespedeza violacea,90,
2022,late,8/11/2022,N1A,A,6,127,Solidago altissima,20,
2022,late,8/11/2022,N1A,A,6,140,Vernonia baldwinii,11,
2022,early,6/8/2022,N1A,A,3,300,Euphorbia nutans,1,
2022,early,6/8/2022,N1A,A,3,143,Lespedeza violacea,40,
2022,late,8/11/2022,N1A,A,3,300,Euphorbia nutans,2,
2022,late,8/11/2022,N1A,A,3,90,Lespedeza capitata,5,
2022,late,8/11/2022,N1A,A,3,143,Lespedeza violacea,78,
2022,late,8/11/2022,N1A,A,3,127,Solidago altissima,3,
2022,late,8/11/2022,N1A,A,3,139,Verbena stricta,1,
2022,late,8/11/2022,N1A,A,3,140,Vernonia baldwinii,15,
2022,early,6/8/2022,N1A,C,6,14,Dichanthelium oligosanthes,1,
2022,early,6/8/2022,N1A,C,6,519,Carex austrina,2,
2022,early,6/8/2022,N1A,C,6,34,Carex meadii,3,
2022,late,8/11/2022,N1A,C,6,2,Andropogon gerardii,7,
2022,late,8/11/2022,N1A,C,6,7,Bouteloua (Buchloe) dactyloides,4,
2022,late,8/11/2022,N1A,C,6,14,Dichanthelium oligosanthes,1,
2022,late,8/11/2022,N1A,C,6,3,Schizachyrium scoparium,9,
2022,late,8/11/2022,N1A,C,6,18,Sorghastrum nutans,70,
2022,late,8/11/2022,N1A,C,6,46,Ambrosia psilostachya,45,
2022,late,8/11/2022,N1A,C,6,86,Brickellia (Kuhnia) eupatorioides,2,
2022,early,6/8/2022,N1A,C,3,14,Dichanthelium oligosanthes,1,
2022,early,6/8/2022,N1A,C,3,34,Carex meadii,4,
2022,early,6/8/2022,N1A,C,3,40,Amorpha canescens,7,
2022,late,8/11/2022,N1A,C,3,2,Andropogon gerardii,20,
2022,late,8/11/2022,N1A,C,3,7,Bouteloua (Buchloe) dactyloides,4,
2022,late,8/11/2022,N1A,C,3,3,Schizachyrium scoparium,35,
2022,late,8/11/2022,N1A,C,3,18,Sorghastrum nutans,35,
2022,late,8/11/2022,N1A,C,3,211,Ambrosia artemisiifolia,35,
2022,late,8/11/2022,N1A,C,3,40,Amorpha canescens,9,
2022,late,8/11/2022,N1A,C,3,52,Artemesia ludoviciana,1,
2022,late,8/11/2022,N1A,C,3,86,Brickellia (Kuhnia) eupatorioides,2,
2022,early,6/8/2022,N1A,C,2,519,Carex austrina,3,
2022,early,6/8/2022,N1A,C,2,34,Carex meadii,13,
2022,early,6/8/2022,N1A,C,2,55,Asclepias verticillata,1,
2022,late,8/11/2022,N1A,C,2,2,Andropogon gerardii,30,
2022,late,8/11/2022,N1A,C,2,14,Dichanthelium oligosanthes,1,
2022,late,8/11/2022,N1A,C,2,3,Schizachyrium scoparium,80,
2022,late,8/11/2022,N1A,C,2,18,Sorghastrum nutans,3,
2022,late,8/11/2022,N1A,C,2,46,Ambrosia psilostachya,2,
2022,late,8/11/2022,N1A,C,2,55,Asclepias verticillata,1,
2022,late,8/11/2022,N1A,C,2,86,Brickellia (Kuhnia) eupatorioides,8,
2022,early,6/8/2022,N1A,C,6,185,Calystegia macounii,10,"""Likely Ocipuonea"" "
2022,early,6/8/2022,N1A,C,6,8,Chloris verticillata,2,
2022,late,8/11/2022,N1A,C,6,194,Physalis heterophylla,1,
2022,early,6/8/2022,N1A,C,3,185,Calystegia macounii,5,"""Likely Ocipuonea"" "
2022,early,6/8/2022,N1A,C,3,8,Chloris verticillata,1,
2022,early,6/8/2022,N1A,C,3,194,Physalis heterophylla,,"""??"" in cover data "
2022,late,8/11/2022,N1A,C,3,209,Setaria viridis,1,
2022,early,6/8/2022,N1A,C,2,194,Physalis heterophylla,,"""??"" in cover data "
2022,early,6/8/2022,N1A,C,6,300,Euphorbia nutans,1,
2022,early,6/8/2022,N1A,C,6,143,Lespedeza violacea,7,
2022,early,6/8/2022,N1A,C,6,112,Physalis virginiana,6,
2022,early,6/8/2022,N1A,C,6,120,Ruellia humilis,1,
2022,late,8/11/2022,N1A,C,6,300,Euphorbia nutans,1,
2022,late,8/11/2022,N1A,C,6,523,Euphorbia maculata,1,
2022,late,8/11/2022,N1A,C,6,143,Lespedeza violacea,75,
2022,late,8/11/2022,N1A,C,6,127,Solidago altissima,3,
2022,late,8/11/2022,N1A,C,6,58,Symphyotrichum (Aster) ericoides,2,
2022,late,8/11/2022,N1A,C,6,140,Vernonia balwinii,10,
2022,early,6/8/2022,N1A,C,3,300,Euphorbia nutans,1,
2022,early,6/8/2022,N1A,C,3,143,Lespedeza violacea,30,
2022,early,6/8/2022,N1A,C,3,103,Oxalis violacea,3,
2022,early,6/8/2022,N1A,C,3,111,Physalis pumila,3,
2022,early,6/8/2022,N1A,C,3,234,Rhus glabra,3,
2022,early,6/8/2022,N1A,C,3,120,Ruellia humilis,3,
2022,early,6/8/2022,N1A,C,3,206,Viola nephrophylla,1,
2022,late,8/11/2022,N1A,C,3,523,Euphorbia maculata,2,
2022,late,8/11/2022,N1A,C,3,143,Lespedeza violacea,85,
2022,late,8/11/2022,N1A,C,3,120,Ruellia humilis,1,
2022,late,8/11/2022,N1A,C,3,127,Solidago altissima,2,
2022,late,8/11/2022,N1A,C,3,140,Vernonia balwinii,9,
2022,late,8/11/2022,N1A,C,3,206,Viola nephrophylla,1,
2022,early,6/8/2022,N1A,C,2,143,Lespedeza violacea,25,
2022,early,6/8/2022,N1A,C,2,120,Ruellia humilis,3,
2022,late,8/11/2022,N1A,C,2,90,Lespedeza capitata,2,
2022,late,8/11/2022,N1A,C,2,143,Lespedeza violacea,60,
2022,late,8/11/2022,N1A,C,2,127,Solidago altissima,2,
2022,late,8/11/2022,N1A,C,2,59,Symphyotrichym (Aster) oblongifolium,5,
2022,early,6/8/2022,N1A,E,2,519,Carex austrina,2,
2022,early,6/8/2022,N1A,E,2,31,Carex brevior,2,
2022,early,6/8/2022,N1A,E,2,32,Carex gravida,1,
2022,early,6/8/2022,N1A,E,2,33,Carex inops (heliophila),1,
2022,early,6/8/2022,N1A,E,2,34,Carex meadii,4,
2022,early,6/8/2022,N1A,E,2,40,Amorpha canescens,60,
2022,early,6/8/2022,N1A,E,2,55,Asclepias verticillata,2,
2022,late,8/11/2022,N1A,E,2,2,Andropogon gerardii,100,
2022,late,8/11/2022,N1A,E,2,4,Bouteloua curtipendula,2,
2022,late,8/11/2022,N1A,E,2,14,Dichanthelium oliogosanthes,1,
2022,late,8/11/2022,N1A,E,2,18,Sorghatrum nutans,6,
2022,late,8/11/2022,N1A,E,2,21,Sporobolus compositus (asper),1,
2022,late,8/11/2022,N1A,E,2,46,Ambrosia psilostachya,1,
2022,early,6/8/2022,N1A,E,6,6,Bouteloua hirsuta,1,
2022,early,6/8/2022,N1A,E,6,14,Dichanthelium oliogosanthes,1,
2022,early,6/8/2022,N1A,E,6,31,Carex brevior,2,
2022,early,6/8/2022,N1A,E,6,34,Carex meadii,3,
2022,early,6/8/2022,N1A,E,6,106,Dalea candida,1,
2022,late,8/11/2022,N1A,E,6,2,Andropogon gerardii,20,
2022,late,8/11/2022,N1A,E,6,4,Bouteloua curtipendula,25,
2022,late,8/11/2022,N1A,E,6,3,Schizachyrium scoparium,40,
2022,late,8/11/2022,N1A,E,6,18,Sorghatrum nutans,8,
2022,late,8/11/2022,N1A,E,6,33,Carex inops (heliophila),1,
2022,late,8/11/2022,N1A,E,6,46,Ambrosia psilostachya,3,
2022,late,8/11/2022,N1A,E,6,86,Brickellia (Kuhnia) eupatorioides,2,
2022,late,8/11/2022,N1A,E,6,106,Dalea candida,2,
2022,early,6/8/2022,N1A,E,3,7,Bouteloua (Buchloe) dactyloides,75,
2022,early,6/8/2022,N1A,E,3,5,Bouteloua gracilis,1,
2022,early,6/8/2022,N1A,E,3,14,Dichanthelium oliogosanthes,1,
2022,early,6/8/2022,N1A,E,3,28,Hordeum pusillum,1,
2022,early,6/8/2022,N1A,E,3,519,Carex austrina,3,
2022,early,6/8/2022,N1A,E,3,33,Carex inops (heliophila),1,
2022,early,6/8/2022,N1A,E,3,34,Carex meadii,3,
2022,late,8/11/2022,N1A,E,3,2,Andropogon gerardii,3,
2022,late,8/11/2022,N1A,E,3,4,Bouteloua curtipendula,4,
2022,late,8/11/2022,N1A,E,3,7,Bouteloua (Buchloe) dactyloides,80,
2022,late,8/11/2022,N1A,E,3,3,Schizachyrium scoparium,3,
2022,late,8/11/2022,N1A,E,3,18,Sorghatrum nutans,4,
2022,late,8/11/2022,N1A,E,3,21,Sporobolus compositus (asper),2,
2022,late,8/11/2022,N1A,E,3,211,Ambrosia artemisiifolia,3,
2022,late,8/11/2022,N1A,E,3,46,Ambrosia psilostachya,2,
2022,early,6/8/2022,N1A,E,6,523,Euphorbia maculata ,1,
2022,early,6/8/2022,N1A,E,6,539,Lepidium virginicum,1,
2022,early,6/8/2022,N1A,E,6,123,Packera (Senecio) plattensis,2,
2022,late,8/11/2022,N1A,E,6,30,Schedonnardus paniculatus,1,
2022,early,6/8/2022,N1A,E,3,30,Schedonnardus paniculatus,1,
2022,early,6/8/2022,N1A,E,3,27,Vulpia octoflora,1,
2022,late,8/11/2022,N1A,E,3,123,Packera (Senecio) plattensis,1,
2022,late,8/11/2022,N1A,E,3,104,Penstemon cobaea,1,
2022,early,6/8/2022,N1A,E,2,300,Euphorbia nutans,1,
2022,early,6/8/2022,N1A,E,2,143,Lespedeza violacea,8,
2022,early,6/8/2022,N1A,E,2,112,Physalis virginiana,6,
2022,late,8/11/2022,N1A,E,2,90,Lespedeza capitata,4,
2022,late,8/11/2022,N1A,E,2,143,Lespedeza violacea,14,
2022,late,8/11/2022,N1A,E,2,127,Solidago altissima,7,
2022,late,8/11/2022,N1A,E,2,58,Symphyotrichum (Aster) ericoides,2,
2022,late,8/11/2022,N1A,E,2,140,Vernonia baldwinii,2,
2022,early,6/8/2022,N1A,E,6,143,Lespedeza violacea,18,
2022,early,6/8/2022,N1A,E,6,103,Oxalis violacea,1,
2022,early,6/8/2022,N1A,E,6,234,Rhus glabra,3,
2022,late,8/11/2022,N1A,E,6,90,Lespedeza capitata,1,
2022,late,8/11/2022,N1A,E,6,143,Lespedeza violacea,30,
2022,late,8/11/2022,N1A,E,6,127,Solidago altissima,2,
2022,late,8/11/2022,N1A,E,6,58,Symphyotrichum (Aster) ericoides,1,
2022,late,8/11/2022,N1A,E,6,140,Vernonia baldwinii,3,
2022,early,6/8/2022,N1A,E,3,300,Euphorbia nutans,1,
2022,early,6/8/2022,N1A,E,3,82,Hedeoma hispida,1,
2022,early,6/8/2022,N1A,E,3,151,Kummerowia stipulacea,2,
2022,early,6/8/2022,N1A,E,3,89,Lepidium densiflorum,1,
2022,early,6/8/2022,N1A,E,3,102,Oxalis stricta,1,
2022,early,6/8/2022,N1A,E,3,103,Oxalis violacea,1,
2022,early,6/8/2022,N1A,E,3,120,Ruellia humilis,2,
2022,late,8/11/2022,N1A,E,3,151,Kummerowia stipulacea,5,
2022,late,8/11/2022,N1A,E,3,90,Lespedeza capitata,2,
2022,late,8/11/2022,N1A,E,3,58,Symphyotrichym (Aster) ericoides,4,
2022,early,6/8/2022,N4B,N,2,14,Dichanthelium oligosanthes,1,
2022,early,6/8/2022,N4B,N,2,519,Carex austrina,1,
2022,early,6/8/2022,N4B,N,2,33,Carex inops (heliophila),1,
2022,early,6/8/2022,N4B,N,2,34,Carex meadii,6,
2022,late,8/11/2022,N4B,N,2,2,Andropogon gerardii,70,
2022,late,8/11/2022,N4B,N,2,4,Bouteloua curtipendula,2,
2022,late,8/11/2022,N4B,N,2,15,Panicum virgatum,6,
2022,late,8/11/2022,N4B,N,2,3,Schizachyrium scoparium,3,
2022,late,8/11/2022,N4B,N,2,18,Sorghastrum nutans,22,
2022,early,6/8/2022,N4B,N,4,14,Dichanthelium oligosanthes,1,
2022,early,6/8/2022,N4B,N,4,31,Carex brevior,5,
2022,early,6/8/2022,N4B,N,4,34,Carex meadii,6,
2022,early,6/8/2022,N4B,N,4,300,Euphorbia nutans,1,
2022,late,8/11/2022,N4B,N,4,2,Andropogon gerardii,40,
2022,late,8/11/2022,N4B,N,4,4,Bouteloua curtipendula,1,
2022,late,8/11/2022,N4B,N,4,3,Schizachyrium scoparium,10,
2022,late,8/11/2022,N4B,N,4,18,Sorghastrum nutans,20,
2022,late,8/11/2022,N4B,N,4,21,Sporobolus compositus (asper),4,
2022,late,8/11/2022,N4B,N,4,211,Ambrosia artemisiifolia,7,
2022,late,8/11/2022,N4B,N,4,46,Ambrosia psilostachya,1,
2022,late,8/11/2022,N4B,N,4,52,Artemisia ludoviciana,12,
2022,early,6/8/2022,N4B,N,1,14,Dichanthelium oligosanthes,1,
2022,early,6/8/2022,N4B,N,1,31,Carex brevior,3,
2022,early,6/8/2022,N4B,N,1,33,Carex inops (heliophila),1,
2022,early,6/8/2022,N4B,N,1,34,Carex meadii,4,
2022,late,8/11/2022,N4B,N,1,2,Andropogon gerardii,45,
2022,late,8/11/2022,N4B,N,1,4,Bouteloua curtipendula,5,
2022,late,8/11/2022,N4B,N,1,3,Schizachyrium scoparium,30,
2022,late,8/11/2022,N4B,N,1,18,Sorghastrum nutans,6,
2022,late,8/11/2022,N4B,N,1,21,Sporobolus compositus (asper),2,
2022,late,8/11/2022,N4B,N,1,46,Ambrosia psilostachya,3,
2022,late,8/11/2022,N4B,N,1,52,Artemisia ludoviciana,4,
2022,late,8/11/2022,N4B,N,1,86,Brickellia (Kuhnia) eupatorioides,1,
2022,early,6/8/2022,N4B,N,4,141,Viola bicolor (rafinesque),1,
2022,late,8/11/2022,N4B,N,1,43,Symphoricarpos (Aster) orbiculatus,1,
